20:44:58.791 INFO     Starting ED Autopilot V1.7.0 beta 1.
20:45:02.281 DEBUG    Journal*.log: read: 349 ship: {'time': 272, 'odyssey': True, 'status': 'dockinggranted', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Swanson Port', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.281 DEBUG    Journal*.log: read: 352 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.281 DEBUG    Journal*.log: read: 370 ship: {'time': 272, 'odyssey': True, 'status': 'starting_undocking', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.281 DEBUG    Journal*.log: read: 371 ship: {'time': 272, 'odyssey': True, 'status': 'in_undocking', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.281 DEBUG    Journal*.log: read: 372 ship: {'time': 272, 'odyssey': True, 'status': 'in_space', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Malerba Orbital', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.281 DEBUG    Journal*.log: read: 373 ship: {'time': 272, 'odyssey': True, 'status': 'starting_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.281 DEBUG    Journal*.log: read: 374 ship: {'time': 272, 'odyssey': True, 'status': 'in_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': None, 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.283 DEBUG    Journal*.log: read: 384 ship: {'time': 272, 'odyssey': True, 'status': 'in_supercruise', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Malerba Orbital', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Boas Terminal', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.283 DEBUG    Journal*.log: read: 385 ship: {'time': 272, 'odyssey': True, 'status': 'in_space', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Boas Terminal', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Boas Terminal', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.283 DEBUG    Journal*.log: read: 390 ship: {'time': 272, 'odyssey': True, 'status': 'starting_docking', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Boas Terminal', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Boas Terminal', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.283 DEBUG    Journal*.log: read: 393 ship: {'time': 272, 'odyssey': True, 'status': 'dockinggranted', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Boas Terminal', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Malerba Orbital', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Boas Terminal', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.283 DEBUG    Journal*.log: read: 396 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': None, 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Boas Terminal', 'dist_jumped': 10.633, 'jumps_remains': 0, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Boas Terminal', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Boas Terminal', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.283 DEBUG    Journal*.log: read: 406 ship: {'time': 272, 'odyssey': True, 'status': 'in_station', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': 'Alrai Sector LH-V b2-4', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Boas Terminal', 'dist_jumped': 10.633, 'jumps_remains': 1, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Boas Terminal', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Boas Terminal', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.283 DEBUG    Journal*.log: read: 408 ship: {'time': 272, 'odyssey': True, 'status': 'starting_undocking', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': 'Alrai Sector LH-V b2-4', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Boas Terminal', 'dist_jumped': 10.633, 'jumps_remains': 1, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Boas Terminal', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Boas Terminal', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
20:45:02.283 DEBUG    Journal*.log: read: 409 ship: {'time': 272, 'odyssey': True, 'status': 'in_undocking', 'type': 'panthermkii', 'location': 'Wally Bei', 'star_class': 'K', 'target': 'Alrai Sector LH-V b2-4', 'fighter_destroyed': False, 'shieldsup': True, 'under_attack': None, 'interdicted': False, 'no_dock_reason': 'Distance', 'mission_completed': 12, 'mission_redirected': 0, 'body': 'Boas Terminal', 'dist_jumped': 10.633, 'jumps_remains': 1, 'fuel_capacity': 128.0, 'fuel_level': 113.205376, 'fuel_percent': 88, 'is_scooping': False, 'cur_star_system': 'Wally Bei', 'cur_station': 'Boas Terminal', 'cur_station_type': 'Orbis', 'cargo_capacity': 1232, 'ship_size': 'L', 'has_fuel_scoop': False, 'SupercruiseDestinationDrop_type': 'Boas Terminal', 'has_adv_dock_comp': True, 'has_std_dock_comp': False, 'has_sco_fsd': True, 'StationServices': ['dock', 'autodock', 'commodities', 'contacts', 'exploration', 'missions', 'outfitting', 'crewlounge', 'rearm', 'refuel', 'repair', 'shipyard', 'tuning', 'engineer', 'missionsgenerated', 'facilitator', 'flightcontroller', 'stationoperations', 'powerplay', 'searchrescue', 'stationMenu', 'shop', 'livery', 'socialspace', 'bartender', 'vistagenomics', 'pioneersupplies', 'apexinterstellar', 'frontlinesolutions', 'registeringcolonisation']}
